"beta_hat","beta","gamma","sigma","distribution","g","r"
4.03319545225662,4,0.5,0.5,"normal",30,33
4.20159283504992,4,0.5,0.5,"normal",30,33
4.18166101248324,4,0.5,0.5,"normal",30,33
3.54317978370081,4,0.5,0.5,"normal",30,33
3.8778977780275,4,0.5,0.5,"normal",30,33
4.0703582068744,4,0.5,0.5,"normal",30,33
3.68472770414037,4,0.5,0.5,"normal",32,31
4.01094305183689,4,0.5,0.5,"normal",32,31
3.91322631916371,4,0.5,0.5,"normal",32,31
3.89184111572967,4,0.5,0.5,"normal",32,31
4.09270097778319,4,0.5,0.5,"normal",32,31
4.16385319079532,4,0.5,0.5,"normal",32,31
4.10325452643023,4,0.5,0.5,"normal",32,31
3.91970540961572,4,0.5,0.5,"normal",32,31
4.05763901008767,4,0.5,0.5,"normal",32,31
4.0396560843886,4,0.5,0.5,"normal",32,31
3.84834706032908,4,0.5,0.5,"normal",32,31
3.75530723298183,4,0.5,0.5,"normal",32,31
4.11123829940836,4,0.5,0.5,"normal",32,31
4.18257853058107,4,0.5,0.5,"normal",32,31
4.06999602595143,4,0.5,0.5,"normal",32,31
4.20568825331226,4,0.5,0.5,"normal",32,31
3.90323812798926,4,0.5,0.5,"normal",32,31
4.16967440204,4,0.5,0.5,"normal",32,31
4.17309650726256,4,0.5,0.5,"normal",32,31
4.0632936323114,4,0.5,0.5,"normal",32,31
4.06968313151216,4,0.5,0.5,"normal",32,31
4.19159905378909,4,0.5,0.5,"normal",32,31
4.32660576559327,4,0.5,0.5,"normal",32,31
4.0272803118799,4,0.5,0.5,"normal",32,31
4.04532385930604,4,0.5,0.5,"normal",32,31
4.0512339071666,4,0.5,0.5,"normal",32,31
4.06558480878096,4,0.5,0.5,"normal",32,31
4.09395571347442,4,0.5,0.5,"normal",32,31
4.093219605603,4,0.5,0.5,"normal",32,31
4.09188894640857,4,0.5,0.5,"normal",32,31
3.95961726205344,4,0.5,0.5,"normal",34,29
3.95667569503772,4,0.5,0.5,"normal",34,29
4.09827155472685,4,0.5,0.5,"normal",34,29
4.13471147773681,4,0.5,0.5,"normal",34,29
4.22348283100566,4,0.5,0.5,"normal",34,29
4.00557721307278,4,0.5,0.5,"normal",34,29
3.96209401075552,4,0.5,0.5,"normal",34,29
3.89061702203721,4,0.5,0.5,"normal",34,29
3.76952198466123,4,0.5,0.5,"normal",34,29
4.04308202802424,4,0.5,0.5,"normal",34,29
3.9580436596307,4,0.5,0.5,"normal",34,29
3.90446389922452,4,0.5,0.5,"normal",34,29
4.00506705197798,4,0.5,0.5,"normal",34,29
4.25125618305931,4,0.5,0.5,"normal",34,29
